,name,text,top3_description,top3_description_scibert
850,a98a3ac1a41752bc.json,"Workflow constructed from history 'K22063917 Assignment using Bowtie2 up to VCF VCF intersect - final' annotation.bed Input dataset NGS0001.R1.fastq.qz Input dataset NGS0001.R2.fastq.qz Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa Bowtie2 output bowtie2 MarkDuplicates metrics_file outFile picard MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Flagstat output1 samtools_flagstat Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Flagstat output1 samtools_flagstat Flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam IdxStats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam IdxStats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Sort out_file1 VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter Sort out_file1 VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter Summary Statistics out_file1 Summary Statistics out_file1 VCF-VCFintersect: out_file1 vcfvcfintersect VCF-VCFintersect: out_file1 vcfvcfintersect annotation.bed NGS0001.R1.fastq.qz NGS0001.R2.fastq.qz","[965, 740, 317]","[965, 658, 317]"
851,6d925811544f594b.json,Benchmarking DNA Mappers - chicken FASTQ Dataset Input dataset library Bowtie2 output bowtie2 fastq_input Map with BWA-MEM bam_output bwa library HISAT2 output_alignments hisat2 fastq_input Map with minimap2 alignment_output minimap2 runtime parameter for tool Bowtie2 runtime parameter for tool Map with BWA-MEM runtime parameter for tool HISAT2 runtime parameter for tool Map with minimap2 FASTQ Dataset Bowtie2 on input dataset(s): alignments Map with BWA-MEM on input dataset(s) (mapped reads in BAM format) HISAT2 on input dataset(s): aligned reads (BAM) Map with minimap2 on input dataset(s) (mapped reads in BAM format),"[691, 373, 792]","[691, 373, 713]"
852,207b8de8509c572c.json,"RCB314:mapping, assembly and differential expression analysis workflow genome Input dataset gtf file Input dataset c1-r1-f-x.fq Input dataset c1-r1-r-x.fq Input dataset c1-r2-f-x.fq Input dataset c1-r2-r-x.fq Input dataset c1-r3-f-x.fq Input dataset c1-r3-r-x.fq Input dataset c2-r1-f-x.fq Input dataset c2-r1-r-x.fq Input dataset c2-r2-f-x.fq Input dataset c2-r2-r-x.fq Input dataset c2-r3-f-x.fq Input dataset c2-r3-r-x.fq Input dataset refGenomeSource singlePaired singlePaired TopHat align_summary insertions deletions junctions accepted_hits tophat2 refGenomeSource singlePaired singlePaired TopHat align_summary insertions deletions junctions accepted_hits tophat2 refGenomeSource singlePaired singlePaired TopHat align_summary insertions deletions junctions accepted_hits tophat2 refGenomeSource singlePaired singlePaired TopHat align_summary insertions deletions junctions accepted_hits tophat2 refGenomeSource singlePaired singlePaired TopHat align_summary insertions deletions junctions accepted_hits tophat2 refGenomeSource singlePaired singlePaired TopHat align_summary insertions deletions junctions accepted_hits tophat2 input reference_annotation Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks input reference_annotation Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks input reference_annotation Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks input reference_annotation Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks input reference_annotation Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks input reference_annotation Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks annotation inputs Cuffmerge merged_transcripts cuffmerge gtf_input Cuffdiff splicing_diff promoters_diff cds_diff cds_exp_fpkm_tracking cds_fpkm_tracking tss_groups_exp tss_groups_fpkm_tracking genes_exp genes_fpkm_tracking isoforms_exp isoforms_fpkm_tracking cuffdiff runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool TopHat runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cufflinks runtime parameter for tool Cuffmerge runtime parameter for tool Cuffmerge runtime parameter for tool Cuffdiff genome gtf file c1-r1-f-x.fq c1-r1-r-x.fq c1-r2-f-x.fq c1-r2-r-x.fq c1-r3-f-x.fq c1-r3-r-x.fq c2-r1-f-x.fq c2-r1-r-x.fq c2-r2-f-x.fq c2-r2-r-x.fq c2-r3-f-x.fq c2-r3-r-x.fq","[913, 389, 291]","[389, 211, 291]"
853,59347cc210c4cdbc.json,otu relabelled analysis reads Input dataset qualities Input dataset Select high quality segments output1 short_reads_trim_seq FASTA-to-Tabular output fasta_to_tabular Add column out_file1 Tabular-to-FASTA output tabular_to_fasta megablast_wrapper megablast_wrapper Compute sequence length output fasta_compute_length Concatenate datasets out_file1 Join two Datasets out_file1 Filter out_file1 Fetch taxonomic representation out_file1 gi2taxonomy Find lowest diagnostic rank out_file1 lca_wrapper Summarize taxonomy out_file1 t2t_report Draw phylogeny out_file1 t2ps,"[116, 617, 972]","[116, 617, 972]"
854,121f37a5c0562f8c.json,Hg19 BWA alignment for all 4 samples Normal Cryo Forward Input dataset Normal Cryo Reverse Input dataset Tumor Cryo Forward Input dataset Hg19 reference  Input dataset Tumor Cryo Reverse Input dataset Normal FFPE Forward Input dataset Normal FFPE Reverse Input dataset Tumor FFPE Forward Input dataset Tumor FFPE Reverse Input dataset FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer Map with BWA for Illumina output bwa_wrappers Map with BWA for Illumina output bwa_wrappers Map with BWA for Illumina output bwa_wrappers Map with BWA for Illumina output bwa_wrappers,"[695, 874, 939]","[695, 780, 874]"
855,78979ec454b98338.json," BIOINFORMATICS: NGS PIPELINE_workflow annotation.bed Input dataset NGS0001.R2.fastq.qz Input dataset NGS0001.R1.fastq.qz Input dataset query.output.exome_summary (1)txt.txt Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic Filter out_file1 FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Samtools flagstat output1 samtools_flagstat Samtools flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam Samtools idxstats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Sort outfile text_processing VCFfilter: out_file1 vcffilter Summary Statistics out_file1 bcftools counts output_file bcftools_plugin_counts annotation.bed NGS0001.R2.fastq.qz NGS0001.R1.fastq.qz query.output.exome_summary (1)txt.txt","[741, 641, 208]","[903, 109, 688]"
856,138311394c077827.json,Workflow  'Add_LinkOut_UCSC_hg18_to_C9-BED' Input dataset Add column out_file1 Convert out_file1 Merge Columns out_file1 Cut out_file1,"[816, 318, 518]","[325, 163, 318]"
857,61d324b1eca6300e.json,Lab_3_Bioinformatica Input Dataset Input dataset FastQC:Read QC html_file fastqc FASTQ Groomer output_file fastq_groomer FASTQ Trimmer output_file fastq_trimmer FASTQ Quality Trimmer output_file fastq_trimmer_by_quality Filter FASTQ output_file fastq_filter FastQC:Read QC html_file fastqc,"[89, 824, 514]","[89, 119, 514]"
858,11ba260b93522c22.json,RNAseq_11092016 contaminants input_file limits FastQC html_file text_file fastqc singlePaired Trim Galore! trimmed_reads_single report_file trim_galore contaminants input_file limits FastQC html_file text_file fastqc singlePaired TopHat align_summary insertions deletions junctions accepted_hits tophat2 input_file Stats output samtools_stats runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool Trim Galore! runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool TopHat runtime parameter for tool Stats,"[915, 895, 459]","[987, 722, 752]"
859,a666aaaa32f62487.json,Fuzznuc.UCSC.Fixithere UCSC BED of GENEs Input dataset Extract Genomic DNA output extract_genomic_dna mismatch pattern fuzznuc out_file1 emboss_5 GFF-to-BED out_file1 Convert out_file1 Compute out_file1 column_maker Compute out_file1 column_maker Add column out_file1 Compute out_file1 column_maker Add column out_file1 Compute out_file1 column_maker Cut out_file1 fuzznuc UCSC BED runtime parameter for tool fuzznuc runtime parameter for tool fuzznuc,"[642, 310, 185]","[642, 16, 310]"
860,ba405b449e27ba37.json,"Workflow 'K22063917 Assignment attempt FINAL -wANNOVAR and SnpEffeff in one workflow annotation.bed Input dataset NGS0001.R1.fastq.qz Input dataset NGS0001.R2.fastq.qz Input dataset query.output.exome_summary 5th attempt.txt Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic Filter out_file1 Filter out_file1 FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Flagstat output1 samtools_flagstat Flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam IdxStats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Sort out_file1 VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter Summary Statistics out_file1 SnpEff eff: snpeff_output statsFile snpeff annotation.bed NGS0001.R1.fastq.qz NGS0001.R2.fastq.qz query.output.exome_summary 5th attempt.txt","[391, 30, 571]","[391, 30, 905]"
861,097b37da08ceca64.json,Compare tables: biostar-7746 Input dataset Input dataset Join two Datasets out_file1 Compute out_file1 column_maker Filter out_file1 biostar,"[182, 696, 554]","[577, 696, 182]"
862,7fb3396e45c5a33b.json,Workflow constructed from history 'Galaxy_Course_project' Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer BWA-MEM bam_output bwa BWA-MEM bam_output bwa BWA-MEM bam_output bwa AddOrReplaceReadGroups outFile picard AddOrReplaceReadGroups outFile picard AddOrReplaceReadGroups outFile picard MergeSamFiles outFile picard Filter out_file2 out_file1 bamtools_filter MarkDuplicates metrics_file outFile picard CleanSam outFile picard FreeBayes output_vcf freebayes VCFfilter: out_file1 vcffilter ANNOVAR Annotate VCF output table_annovar VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter Group out_file1 Sort out_file1,"[999, 512, 22]","[999, 22, 512]"
